tokenizer,format,distribution,dim,precision_digits,n_vectors,n_tokens_total,length_mismatch_rate,mean_abs_error,median_abs_error,mean_rel_error,median_rel_error,mean_sig_digits,perfect_recovery_rate,mean_normalized_l2,mean_cosine_sim,mean_spearman_rho,mantel_r,mantel_p
llama3,digit_by_digit,uniform,100,,250,858946,1.0,45.739741725269965,45.60175938140678,1.3559715682145819,0.9134401845431162,0.0112,0.0,0.9334598427727582,0.7387364894944207,0.010952326378368125,0.013507469912920008,0.22677322677322678
mistral,csv,uniform,100,,250,479473,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,,250,479723,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,100,,250,349750,0.0,2.2718085781003166e-06,2.213603887746274e-06,6.393255952346669e-08,4.551494979274516e-08,6.9454,0.0,4.750991685465503e-08,0.9999999999999989,0.9999999999999998,0.9999999999999871,0.000999000999000999
mistral,natural_language,uniform,100,,250,480723,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,,250,859196,1.0,45.739741725269965,45.60175938140678,1.3559715682145819,0.9134401845431162,0.0112,0.0,0.9334598427727582,0.7387364894944207,0.010952326378368125,0.013507469912920008,0.22677322677322678
gpt4o,csv,uniform,100,,250,225125,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,100,,250,225625,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,,250,224500,0.0,2.2718085781003166e-06,2.213603887746274e-06,6.393255952346669e-08,4.551494979274516e-08,6.9454,0.0,4.750991685465503e-08,0.9999999999999989,0.9999999999999998,0.9999999999999871,0.000999000999000999
gpt4o,natural_language,uniform,100,,250,226625,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,,250,858946,1.0,45.739741725269965,45.60175938140678,1.3559715682145819,0.9134401845431162,0.0112,0.0,0.9334598427727582,0.7387364894944207,0.010952326378368125,0.013507469912920008,0.22677322677322678
python_str,csv,uniform,100,,250,479223,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,100,,250,479723,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,100,,250,349500,0.0,2.2718085781003166e-06,2.213603887746274e-06,6.393255952346669e-08,4.551494979274516e-08,6.9454,0.0,4.750991685465503e-08,0.9999999999999989,0.9999999999999998,0.9999999999999871,0.000999000999000999
python_str,natural_language,uniform,100,,250,484223,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,,250,908696,1.0,45.739741725269965,45.60175938140678,1.3559715682145819,0.9134401845431162,0.0112,0.0,0.9334598427727582,0.7387364894944207,0.010952326378368125,0.013507469912920008,0.22677322677322678
float16,native,uniform,100,2.0,250,0,0.0,0.008898727868652022,0.006250000000001421,0.00017674051700287963,0.00017121333181144353,3.798623889911193,0.04232,0.00020859780271065094,0.9999999785314899,0.9999961355878159,0.9999997387779316,0.000999000999000999
llama3,csv,uniform,100,2.0,250,124500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,json,uniform,100,2.0,250,125000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,scientific,uniform,100,2.0,250,224500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,natural_language,uniform,100,2.0,250,126000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,2.0,250,239548,1.0,45.5728224,45.42,1.130421091760726,0.9097240134124323,0.010600848067845428,0.00016,0.9307079330451647,0.7521444536250597,0.013558175120515832,0.08081990939762164,0.000999000999000999
mistral,csv,uniform,100,2.0,250,169774,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,json,uniform,100,2.0,250,170024,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,scientific,uniform,100,2.0,250,349750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,natural_language,uniform,100,2.0,250,171024,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,2.0,250,239798,1.0,45.5728224,45.42,1.130421091760726,0.9097240134124323,0.010600848067845428,0.00016,0.9307079330451647,0.7521444536250597,0.013558175120515832,0.08081990939762164,0.000999000999000999
gpt4o,csv,uniform,100,2.0,250,124500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,json,uniform,100,2.0,250,125000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,2.0,250,224500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,natural_language,uniform,100,2.0,250,126000,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,2.0,250,239548,1.0,45.5728224,45.42,1.130421091760726,0.9097240134124323,0.010600848067845428,0.00016,0.9307079330451647,0.7521444536250597,0.013558175120515832,0.08081990939762164,0.000999000999000999
python_str,csv,uniform,100,2.0,250,169524,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,json,uniform,100,2.0,250,170024,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,scientific,uniform,100,2.0,250,349500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,natural_language,uniform,100,2.0,250,174524,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,2.0,250,289298,1.0,45.5728224,45.42,1.130421091760726,0.9097240134124323,0.010600848067845428,0.00016,0.9307079330451647,0.7521444536250597,0.013558175120515832,0.08081990939762164,0.000999000999000999
float16,native,uniform,100,4.0,250,0,0.0,0.008915144532287589,0.00641249999999971,0.00017722381227409188,0.00016918469152707265,3.34084,0.00144,0.00020872808595547094,0.9999999785347758,0.9999945034255358,0.9999997267631661,0.000999000999000999
llama3,csv,uniform,100,4.0,250,146941,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,100,4.0,250,147441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,100,4.0,250,224500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,natural_language,uniform,100,4.0,250,148441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,4.0,250,338906,1.0,45.651566796000004,45.7016,1.611580729521004,0.9114878449987873,0.01064,0.0,0.9320100637998159,0.7446570282368445,0.008454191214396124,0.044790987632469956,0.008991008991008992
mistral,csv,uniform,100,4.0,250,219453,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,4.0,250,219703,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,100,4.0,250,349750,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,natural_language,uniform,100,4.0,250,220703,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,4.0,250,339156,1.0,45.651566796000004,45.7016,1.611580729521004,0.9114878449987873,0.01064,0.0,0.9320100637998159,0.7446570282368445,0.008454191214396124,0.044790987632469956,0.008991008991008992
gpt4o,csv,uniform,100,4.0,250,146941,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,100,4.0,250,147441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,4.0,250,224500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,natural_language,uniform,100,4.0,250,148441,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,4.0,250,338906,1.0,45.651566796000004,45.7016,1.611580729521004,0.9114878449987873,0.01064,0.0,0.9320100637998159,0.7446570282368445,0.008454191214396124,0.044790987632469956,0.008991008991008992
python_str,csv,uniform,100,4.0,250,219203,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,100,4.0,250,219703,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,100,4.0,250,349500,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,natural_language,uniform,100,4.0,250,224203,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,4.0,250,388656,1.0,45.651566796000004,45.7016,1.611580729521004,0.9114878449987873,0.01064,0.0,0.9320100637998159,0.7446570282368445,0.008454191214396124,0.044790987632469956,0.008991008991008992
float16,native,uniform,100,8.0,250,0,0.0,0.008915234782315623,0.006432965000000124,0.00017709329767406323,0.00016898144324708065,3.32876,4e-05,0.0002087298659466007,0.9999999785342047,0.9999944914243537,0.9999997266005637,0.000999000999000999
llama3,csv,uniform,100,8.0,250,174281,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,100,8.0,250,174781,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,100,8.0,250,224500,0.0,2.2718263999820565e-06,2.210000005220536e-06,6.383751789949555e-08,4.5449845454676136e-08,6.97596,0.00404,4.7509987902953506e-08,0.9999999999999989,0.9999999999999998,0.9999999999999886,0.000999000999000999
llama3,natural_language,uniform,100,8.0,250,175781,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,8.0,250,539076,1.0,45.72320991849121,45.595144765,1.373528570424606,0.9122586460601444,0.01024,0.0,0.933067362563547,0.7404826783488297,0.012832083257899243,0.00026650246644813457,0.47352647352647353
mistral,csv,uniform,100,8.0,250,319538,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,8.0,250,319788,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,100,8.0,250,349750,0.0,2.2718263999820565e-06,2.210000005220536e-06,6.383751789949555e-08,4.5449845454676136e-08,6.97596,0.00404,4.7509987902953506e-08,0.9999999999999989,0.9999999999999998,0.9999999999999886,0.000999000999000999
mistral,natural_language,uniform,100,8.0,250,320788,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,8.0,250,539326,1.0,45.72320991849121,45.595144765,1.373528570424606,0.9122586460601444,0.01024,0.0,0.933067362563547,0.7404826783488297,0.012832083257899243,0.00026650246644813457,0.47352647352647353
gpt4o,csv,uniform,100,8.0,250,174281,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,100,8.0,250,174781,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,8.0,250,224500,0.0,2.2718263999820565e-06,2.210000005220536e-06,6.383751789949555e-08,4.5449845454676136e-08,6.97596,0.00404,4.7509987902953506e-08,0.9999999999999989,0.9999999999999998,0.9999999999999886,0.000999000999000999
gpt4o,natural_language,uniform,100,8.0,250,175781,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,8.0,250,539076,1.0,45.72320991849121,45.595144765,1.373528570424606,0.9122586460601444,0.01024,0.0,0.933067362563547,0.7404826783488297,0.012832083257899243,0.00026650246644813457,0.47352647352647353
python_str,csv,uniform,100,8.0,250,319288,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,100,8.0,250,319788,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,100,8.0,250,349500,0.0,2.2718263999820565e-06,2.210000005220536e-06,6.383751789949555e-08,4.5449845454676136e-08,6.97596,0.00404,4.7509987902953506e-08,0.9999999999999989,0.9999999999999998,0.9999999999999886,0.000999000999000999
python_str,natural_language,uniform,100,8.0,250,324288,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,8.0,250,588826,1.0,45.72320991849121,45.595144765,1.373528570424606,0.9122586460601444,0.01024,0.0,0.933067362563547,0.7404826783488297,0.012832083257899243,0.00026650246644813457,0.47352647352647353
float16,native,uniform,100,,250,0,0.0,inf,inf,inf,inf,0.2208,0.0,inf,,0.4210828550417384,,0.000999000999000999
llama3,csv,uniform,100,,250,222729,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,100,,250,223229,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,100,,250,224500,0.0,0.022718085781378964,0.022136038838652894,6.39325595238453e-08,4.551494980954344e-08,6.9454,0.0,4.750991685540368e-08,0.9999999999999989,0.9999999999999998,0.999999999999988,0.000999000999000999
llama3,natural_language,uniform,100,,250,224229,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,,250,857892,1.0,500061.11573976744,502338.9527199352,0.9999283608203907,0.9999909049406446,0.0,0.0,0.9999931377084337,0.7380260756827568,0.008244579244362603,0.006131840612701659,0.35564435564435565
mistral,csv,uniform,100,,250,478946,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,,250,479196,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,100,,250,349750,0.0,0.022718085781378964,0.022136038838652894,6.39325595238453e-08,4.551494980954344e-08,6.9454,0.0,4.750991685540368e-08,0.9999999999999989,0.9999999999999998,0.999999999999988,0.000999000999000999
mistral,natural_language,uniform,100,,250,480196,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,,250,858142,1.0,500061.11573976744,502338.9527199352,0.9999283608203907,0.9999909049406446,0.0,0.0,0.9999931377084337,0.7380260756827568,0.008244579244362603,0.006131840612701659,0.35564435564435565
gpt4o,csv,uniform,100,,250,222729,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,100,,250,223229,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,,250,224500,0.0,0.022718085781378964,0.022136038838652894,6.39325595238453e-08,4.551494980954344e-08,6.9454,0.0,4.750991685540368e-08,0.9999999999999989,0.9999999999999998,0.999999999999988,0.000999000999000999
gpt4o,natural_language,uniform,100,,250,224229,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,,250,857892,1.0,500061.11573976744,502338.9527199352,0.9999283608203907,0.9999909049406446,0.0,0.0,0.9999931377084337,0.7380260756827568,0.008244579244362603,0.006131840612701659,0.35564435564435565
python_str,csv,uniform,100,,250,478696,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,100,,250,479196,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,100,,250,349500,0.0,0.022718085781378964,0.022136038838652894,6.39325595238453e-08,4.551494980954344e-08,6.9454,0.0,4.750991685540368e-08,0.9999999999999989,0.9999999999999998,0.999999999999988,0.000999000999000999
python_str,natural_language,uniform,100,,250,483696,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,,250,907642,1.0,500061.11573976744,502338.9527199352,0.9999283608203907,0.9999909049406446,0.0,0.0,0.9999931377084337,0.7380260756827568,0.008244579244362603,0.006131840612701659,0.35564435564435565
float16,native,uniform,100,2.0,250,0,0.0,inf,inf,inf,inf,0.22196,0.00012,inf,,0.4210828550417384,,0.000999000999000999
llama3,csv,uniform,100,2.0,250,149470,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,100,2.0,250,149970,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,100,2.0,250,224500,0.0,0.02250399999722664,0.02000000001862645,5.760063518889585e-08,4.0868775931669285e-08,8.54416,0.18904,4.798128596979255e-08,0.9999999999999989,0.9999999999999998,0.9999999999999883,0.000999000999000999
llama3,natural_language,uniform,100,2.0,250,150970,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,2.0,250,438968,1.0,500061.05468199996,502343.94999999995,0.9999348708448571,0.9999907519182887,0.0,0.0,0.9999930712178614,0.7391390099475922,-0.0006948548592219504,0.013896063750494103,0.21178821178821178
mistral,csv,uniform,100,2.0,250,269484,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,2.0,250,269734,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,uniform,100,2.0,250,349750,0.0,0.02250399999722664,0.02000000001862645,5.760063518889585e-08,4.0868775931669285e-08,8.54416,0.18904,4.798128596979255e-08,0.9999999999999989,0.9999999999999998,0.9999999999999883,0.000999000999000999
mistral,natural_language,uniform,100,2.0,250,270734,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,uniform,100,2.0,250,439218,1.0,500061.05468199996,502343.94999999995,0.9999348708448571,0.9999907519182887,0.0,0.0,0.9999930712178614,0.7391390099475922,-0.0006948548592219504,0.013896063750494103,0.21178821178821178
gpt4o,csv,uniform,100,2.0,250,149470,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,uniform,100,2.0,250,149970,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,uniform,100,2.0,250,224500,0.0,0.02250399999722664,0.02000000001862645,5.760063518889585e-08,4.0868775931669285e-08,8.54416,0.18904,4.798128596979255e-08,0.9999999999999989,0.9999999999999998,0.9999999999999883,0.000999000999000999
gpt4o,natural_language,uniform,100,2.0,250,150970,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,uniform,100,2.0,250,438968,1.0,500061.05468199996,502343.94999999995,0.9999348708448571,0.9999907519182887,0.0,0.0,0.9999930712178614,0.7391390099475922,-0.0006948548592219504,0.013896063750494103,0.21178821178821178
python_str,csv,uniform,100,2.0,250,269234,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,uniform,100,2.0,250,269734,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,uniform,100,2.0,250,349500,0.0,0.02250399999722664,0.02000000001862645,5.760063518889585e-08,4.0868775931669285e-08,8.54416,0.18904,4.798128596979255e-08,0.9999999999999989,0.9999999999999998,0.9999999999999883,0.000999000999000999
python_str,natural_language,uniform,100,2.0,250,274234,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,uniform,100,2.0,250,488718,1.0,500061.05468199996,502343.94999999995,0.9999348708448571,0.9999907519182887,0.0,0.0,0.9999930712178614,0.7391390099475922,-0.0006948548592219504,0.013896063750494103,0.21178821178821178
float16,native,uniform,100,4.0,250,0,0.0,inf,inf,inf,inf,0.2208,0.0,inf,,0.4210828550417384,,0.000999000999000999
llama3,csv,uniform,100,4.0,250,171967,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,uniform,100,4.0,250,172467,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,uniform,100,4.0,250,224500,0.0,0.02271826399977195,0.02210000006016344,6.383751789935053e-08,4.5449845358920815e-08,6.97596,0.00404,4.750998790301606e-08,0.9999999999999989,0.9999999999999998,0.9999999999999876,0.000999000999000999
llama3,natural_language,uniform,100,4.0,250,173467,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,uniform,100,4.0,250,538480,1.0,500061.09017959994,502343.4527,0.9999256267452347,0.9999907911284995,0.0,0.0,0.9999930899532883,0.7406276362354697,0.011823821807309853,-0.0019022899453955903,0.5064935064935064
mistral,csv,uniform,100,4.0,250,319240,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,uniform,100,4.0,250,319490,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
