tokenizer,format,distribution,dim,precision_digits,n_vectors,n_tokens_total,length_mismatch_rate,mean_abs_error,median_abs_error,mean_rel_error,median_rel_error,mean_sig_digits,perfect_recovery_rate,mean_normalized_l2,mean_cosine_sim,mean_spearman_rho,mantel_r,mantel_p
python_str,digit_by_digit,normal,100,8.0,250,630542,1.0,79.8325862980608,66.98704495999999,1.231916312487696,1.0,0.00504,0.0,1.0008497991889551,0.009902226959190824,0.007165758142890703,-0.001966951630051708,0.5174825174825175
float16,native,lognormal,1,,250,0,0.0,0.0001973453871659574,0.00016561151932381613,0.00017863794807711838,0.00017200233189068536,3.312,0.0,0.00017863794807711838,,,,
llama3,csv,lognormal,1,,250,1945,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,lognormal,1,,250,2445,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,lognormal,1,,250,1750,0.0,1.335717538697434e-07,4.3041816777389386e-08,1.0738355439072234e-07,5.365847075969551e-08,6.736,0.0,1.0738355439072234e-07,,,,
llama3,natural_language,lognormal,1,,250,3195,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,lognormal,1,,250,8394,1.0,0.5371600429207389,0.5563076890462417,0.6332807910834357,1.0,0.116,0.0,0.6332807910834357,,,,
mistral,csv,lognormal,1,,250,4697,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,lognormal,1,,250,4947,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,lognormal,1,,250,3250,0.0,1.335717538697434e-07,4.3041816777389386e-08,1.0738355439072234e-07,5.365847075969551e-08,6.736,0.0,1.0738355439072234e-07,,,,
mistral,natural_language,lognormal,1,,250,5697,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,lognormal,1,,250,8644,1.0,0.5371600429207389,0.5563076890462417,0.6332807910834357,1.0,0.116,0.0,0.6332807910834357,,,,
gpt4o,csv,lognormal,1,,250,1945,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,lognormal,1,,250,2445,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,lognormal,1,,250,1750,0.0,1.335717538697434e-07,4.3041816777389386e-08,1.0738355439072234e-07,5.365847075969551e-08,6.736,0.0,1.0738355439072234e-07,,,,
gpt4o,natural_language,lognormal,1,,250,3195,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,lognormal,1,,250,8394,1.0,0.5371600429207389,0.5563076890462417,0.6332807910834357,1.0,0.116,0.0,0.6332807910834357,,,,
python_str,csv,lognormal,1,,250,4447,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,lognormal,1,,250,4947,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,lognormal,1,,250,3000,0.0,1.335717538697434e-07,4.3041816777389386e-08,1.0738355439072234e-07,5.365847075969551e-08,6.736,0.0,1.0738355439072234e-07,,,,
python_str,natural_language,lognormal,1,,250,7947,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,lognormal,1,,250,8644,1.0,0.5371600429207389,0.5563076890462417,0.6332807910834357,1.0,0.116,0.0,0.6332807910834357,,,,
float16,native,lognormal,1,,250,0,0.0,0.00028131854626390197,0.00012068239403023595,0.00017192417988929509,0.00015079529553322588,3.336,0.0,0.00017192417988929509,,,,
llama3,csv,lognormal,1,,250,1936,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,lognormal,1,,250,2436,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,lognormal,1,,250,1750,0.0,1.422769620880726e-07,4.380227180966756e-08,9.682017936041645e-08,6.230411759402737e-08,6.804,0.0,9.682017936041645e-08,,,,
llama3,natural_language,lognormal,1,,250,3186,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,lognormal,1,,250,8442,1.0,0.6624537996527688,0.44216836536418314,0.6429680779157492,1.0,0.112,0.0,0.6429680779157492,,,,
mistral,csv,lognormal,1,,250,4721,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,lognormal,1,,250,4971,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,lognormal,1,,250,3250,0.0,1.422769620880726e-07,4.380227180966756e-08,9.682017936041645e-08,6.230411759402737e-08,6.804,0.0,9.682017936041645e-08,,,,
mistral,natural_language,lognormal,1,,250,5721,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,lognormal,1,,250,8692,1.0,0.6624537996527688,0.44216836536418314,0.6429680779157492,1.0,0.112,0.0,0.6429680779157492,,,,
gpt4o,csv,lognormal,1,,250,1936,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,lognormal,1,,250,2436,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,lognormal,1,,250,1750,0.0,1.422769620880726e-07,4.380227180966756e-08,9.682017936041645e-08,6.230411759402737e-08,6.804,0.0,9.682017936041645e-08,,,,
gpt4o,natural_language,lognormal,1,,250,3186,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,lognormal,1,,250,8442,1.0,0.6624537996527688,0.44216836536418314,0.6429680779157492,1.0,0.112,0.0,0.6429680779157492,,,,
python_str,csv,lognormal,1,,250,4471,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,lognormal,1,,250,4971,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,lognormal,1,,250,3000,0.0,1.422769620880726e-07,4.380227180966756e-08,9.682017936041645e-08,6.230411759402737e-08,6.804,0.0,9.682017936041645e-08,,,,
python_str,natural_language,lognormal,1,,250,7971,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,lognormal,1,,250,8692,1.0,0.6624537996527688,0.44216836536418314,0.6429680779157492,1.0,0.112,0.0,0.6429680779157492,,,,
float16,native,lognormal,1,,250,0,0.0,0.0017631974529851247,9.632076415580504e-05,0.0001761150798967606,0.0001724278497733937,3.344,0.0,0.0001761150798967606,,,,
llama3,csv,lognormal,1,,250,1923,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,json,lognormal,1,,250,2423,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,scientific,lognormal,1,,250,1750,0.0,6.416604220612146e-07,4.299888989311995e-08,1.0208487987730974e-07,7.093140705909594e-08,6.728,0.0,1.0208487987730974e-07,,,,
llama3,natural_language,lognormal,1,,250,3173,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
llama3,digit_by_digit,lognormal,1,,250,8506,1.0,6.071649247554932,0.4250366448925165,0.7002594311699217,1.0,0.096,0.0,0.7002594311699217,,,,
mistral,csv,lognormal,1,,250,4753,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,json,lognormal,1,,250,5003,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,scientific,lognormal,1,,250,3250,0.0,6.416604220612146e-07,4.299888989311995e-08,1.0208487987730974e-07,7.093140705909594e-08,6.728,0.0,1.0208487987730974e-07,,,,
mistral,natural_language,lognormal,1,,250,5753,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
mistral,digit_by_digit,lognormal,1,,250,8756,1.0,6.071649247554932,0.4250366448925165,0.7002594311699217,1.0,0.096,0.0,0.7002594311699217,,,,
gpt4o,csv,lognormal,1,,250,1923,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,json,lognormal,1,,250,2423,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,scientific,lognormal,1,,250,1750,0.0,6.416604220612146e-07,4.299888989311995e-08,1.0208487987730974e-07,7.093140705909594e-08,6.728,0.0,1.0208487987730974e-07,,,,
gpt4o,natural_language,lognormal,1,,250,3173,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
gpt4o,digit_by_digit,lognormal,1,,250,8506,1.0,6.071649247554932,0.4250366448925165,0.7002594311699217,1.0,0.096,0.0,0.7002594311699217,,,,
python_str,csv,lognormal,1,,250,4503,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,json,lognormal,1,,250,5003,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,scientific,lognormal,1,,250,3000,0.0,6.416604220612146e-07,4.299888989311995e-08,1.0208487987730974e-07,7.093140705909594e-08,6.728,0.0,1.0208487987730974e-07,,,,
python_str,natural_language,lognormal,1,,250,8003,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,,,,
python_str,digit_by_digit,lognormal,1,,250,8756,1.0,6.071649247554932,0.4250366448925165,0.7002594311699217,1.0,0.096,0.0,0.7002594311699217,,,,
float16,native,lognormal,10,,250,0,0.0,0.00019393599707073729,0.00015475682733767648,0.00017582092233703285,0.0001718262028472728,3.3296,0.0,0.00019834044020316076,0.9999999831321739,0.9999271621992473,0.9999998223433175,0.000999000999000999
llama3,csv,lognormal,10,,250,24052,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,lognormal,10,,250,24552,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,lognormal,10,,250,22000,0.0,1.3601325269929632e-07,4.5324183683970176e-08,1.0906122835377786e-07,6.22933131116955e-08,6.7232,0.0,1.6090078604236227e-07,0.9999999999999882,0.9999999999999998,0.9999999999999218,0.000999000999000999
llama3,natural_language,lognormal,10,,250,25552,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,lognormal,10,,250,88720,1.0,3.3912886283683825,2.8750574345735935,4.109512117282579,2.5970912759746687,0.0276,0.0,3.5589088830032103,0.7415003632402274,0.027950633044745012,0.007157376833971799,0.36163836163836166
mistral,csv,lognormal,10,,250,49360,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,lognormal,10,,250,49610,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,lognormal,10,,250,34750,0.0,1.3601325269929632e-07,4.5324183683970176e-08,1.0906122835377786e-07,6.22933131116955e-08,6.7232,0.0,1.6090078604236227e-07,0.9999999999999882,0.9999999999999998,0.9999999999999218,0.000999000999000999
mistral,natural_language,lognormal,10,,250,50610,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,lognormal,10,,250,88970,1.0,3.3912886283683825,2.8750574345735935,4.109512117282579,2.5970912759746687,0.0276,0.0,3.5589088830032103,0.7415003632402274,0.027950633044745012,0.007157376833971799,0.36163836163836166
gpt4o,csv,lognormal,10,,250,24052,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,lognormal,10,,250,24552,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,lognormal,10,,250,22000,0.0,1.3601325269929632e-07,4.5324183683970176e-08,1.0906122835377786e-07,6.22933131116955e-08,6.7232,0.0,1.6090078604236227e-07,0.9999999999999882,0.9999999999999998,0.9999999999999218,0.000999000999000999
gpt4o,natural_language,lognormal,10,,250,25552,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,lognormal,10,,250,88720,1.0,3.3912886283683825,2.8750574345735935,4.109512117282579,2.5970912759746687,0.0276,0.0,3.5589088830032103,0.7415003632402274,0.027950633044745012,0.007157376833971799,0.36163836163836166
python_str,csv,lognormal,10,,250,49110,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,lognormal,10,,250,49610,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,lognormal,10,,250,34500,0.0,1.3601325269929632e-07,4.5324183683970176e-08,1.0906122835377786e-07,6.22933131116955e-08,6.7232,0.0,1.6090078604236227e-07,0.9999999999999882,0.9999999999999998,0.9999999999999218,0.000999000999000999
python_str,natural_language,lognormal,10,,250,54110,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,lognormal,10,,250,93470,1.0,3.3912886283683825,2.8750574345735935,4.109512117282579,2.5970912759746687,0.0276,0.0,3.5589088830032103,0.7415003632402274,0.027950633044745012,0.007157376833971799,0.36163836163836166
float16,native,lognormal,10,,250,0,0.0,0.00027906718494393,0.00014066365401244063,0.00017648324454491303,0.00016909863787598436,3.3344,0.0,0.00020048970620101752,0.9999999861597928,0.9999757207330823,0.9999999248828141,0.000999000999000999
llama3,csv,lognormal,10,,250,23916,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,lognormal,10,,250,24416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,lognormal,10,,250,22000,0.0,1.5252118949657806e-07,4.475714085461213e-08,1.0013017559931162e-07,6.728950440881322e-08,6.7288,0.0,1.1434600946539637e-07,0.9999999999999946,0.9999999999999998,0.999999999999967,0.000999000999000999
llama3,natural_language,lognormal,10,,250,25416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,lognormal,10,,250,88984,1.0,3.36416046702266,2.799967596832884,6.238709288921921,2.076879573873425,0.0508,0.0,2.32981345334064,0.6215745701737927,0.0441281411890982,0.08686461206751536,0.005994005994005994
mistral,csv,lognormal,10,,250,49492,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,lognormal,10,,250,49742,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,lognormal,10,,250,34750,0.0,1.5252118949657806e-07,4.475714085461213e-08,1.0013017559931162e-07,6.728950440881322e-08,6.7288,0.0,1.1434600946539637e-07,0.9999999999999946,0.9999999999999998,0.999999999999967,0.000999000999000999
mistral,natural_language,lognormal,10,,250,50742,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,lognormal,10,,250,89234,1.0,3.36416046702266,2.799967596832884,6.238709288921921,2.076879573873425,0.0508,0.0,2.32981345334064,0.6215745701737927,0.0441281411890982,0.08686461206751536,0.005994005994005994
gpt4o,csv,lognormal,10,,250,23916,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,lognormal,10,,250,24416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,lognormal,10,,250,22000,0.0,1.5252118949657806e-07,4.475714085461213e-08,1.0013017559931162e-07,6.728950440881322e-08,6.7288,0.0,1.1434600946539637e-07,0.9999999999999946,0.9999999999999998,0.999999999999967,0.000999000999000999
gpt4o,natural_language,lognormal,10,,250,25416,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,lognormal,10,,250,88984,1.0,3.36416046702266,2.799967596832884,6.238709288921921,2.076879573873425,0.0508,0.0,2.32981345334064,0.6215745701737927,0.0441281411890982,0.08686461206751536,0.005994005994005994
python_str,csv,lognormal,10,,250,49242,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,lognormal,10,,250,49742,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,lognormal,10,,250,34500,0.0,1.5252118949657806e-07,4.475714085461213e-08,1.0013017559931162e-07,6.728950440881322e-08,6.7288,0.0,1.1434600946539637e-07,0.9999999999999946,0.9999999999999998,0.999999999999967,0.000999000999000999
python_str,natural_language,lognormal,10,,250,54242,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,lognormal,10,,250,93734,1.0,3.36416046702266,2.799967596832884,6.238709288921921,2.076879573873425,0.0508,0.0,2.32981345334064,0.6215745701737927,0.0441281411890982,0.08686461206751536,0.005994005994005994
float16,native,lognormal,10,,250,0,0.0,0.0012522006488201302,0.0001288032018512686,0.00017831476901673424,0.0001710391571904254,3.3296,0.0,0.0001954195913775595,0.9999999925771486,0.9999878603665411,0.9999999547842259,0.000999000999000999
llama3,csv,lognormal,10,,250,23676,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,lognormal,10,,250,24176,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,lognormal,10,,250,22000,0.0,6.217755945391985e-07,4.508994566609914e-08,1.0087792553031267e-07,7.042129706917071e-08,6.7192,0.0,1.0918232240811575e-07,0.999999999999997,0.9999999999999998,0.9999999999999917,0.000999000999000999
llama3,natural_language,lognormal,10,,250,25176,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,lognormal,10,,250,89664,1.0,7.540810383284562,3.3613290585257993,32.27036896492386,1.2086108484783997,0.04,0.0,1.295070547338075,0.45261310129431354,0.04832599111754134,-0.05779857580072718,0.9530469530469531
mistral,csv,lognormal,10,,250,49832,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,lognormal,10,,250,50082,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,lognormal,10,,250,34750,0.0,6.217755945391985e-07,4.508994566609914e-08,1.0087792553031267e-07,7.042129706917071e-08,6.7192,0.0,1.0918232240811575e-07,0.999999999999997,0.9999999999999998,0.9999999999999917,0.000999000999000999
mistral,natural_language,lognormal,10,,250,51082,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,lognormal,10,,250,89914,1.0,7.540810383284562,3.3613290585257993,32.27036896492386,1.2086108484783997,0.04,0.0,1.295070547338075,0.45261310129431354,0.04832599111754134,-0.05779857580072718,0.9530469530469531
gpt4o,csv,lognormal,10,,250,23676,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,lognormal,10,,250,24176,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,lognormal,10,,250,22000,0.0,6.217755945391985e-07,4.508994566609914e-08,1.0087792553031267e-07,7.042129706917071e-08,6.7192,0.0,1.0918232240811575e-07,0.999999999999997,0.9999999999999998,0.9999999999999917,0.000999000999000999
gpt4o,natural_language,lognormal,10,,250,25176,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,lognormal,10,,250,89664,1.0,7.540810383284562,3.3613290585257993,32.27036896492386,1.2086108484783997,0.04,0.0,1.295070547338075,0.45261310129431354,0.04832599111754134,-0.05779857580072718,0.9530469530469531
python_str,csv,lognormal,10,,250,49582,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,lognormal,10,,250,50082,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,lognormal,10,,250,34500,0.0,6.217755945391985e-07,4.508994566609914e-08,1.0087792553031267e-07,7.042129706917071e-08,6.7192,0.0,1.0918232240811575e-07,0.999999999999997,0.9999999999999998,0.9999999999999917,0.000999000999000999
python_str,natural_language,lognormal,10,,250,54582,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,lognormal,10,,250,94414,1.0,7.540810383284562,3.3613290585257993,32.27036896492386,1.2086108484783997,0.04,0.0,1.295070547338075,0.45261310129431354,0.04832599111754134,-0.05779857580072718,0.9530469530469531
float16,native,lognormal,100,,250,0,0.0,0.00020074863256073857,0.00015665510754059309,0.00017540173708420064,0.00016856201659383707,3.3342,0.0,0.00020755273158302835,0.9999999788204569,0.9999937833494955,0.9999997520353734,0.000999000999000999
llama3,csv,lognormal,100,,250,244937,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,lognormal,100,,250,245437,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,lognormal,100,,250,224500,0.0,1.3745843898879396e-07,4.575333190093289e-08,1.0666899682635616e-07,5.989223438352404e-08,6.74124,0.0,1.591376042301495e-07,0.9999999999999875,0.9999999999999998,0.9999999999999312,0.000999000999000999
llama3,natural_language,lognormal,100,,250,246437,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,lognormal,100,,250,891260,1.0,3.5340216656564283,3.1591573470681986,4.170839482378163,2.8493452559424535,0.02992,0.0,3.4062797282217554,0.733157933139355,-0.0076921216294863004,0.05920008184640686,0.02097902097902098
mistral,csv,lognormal,100,,250,495630,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,lognormal,100,,250,495880,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,lognormal,100,,250,349750,0.0,1.3745843898879396e-07,4.575333190093289e-08,1.0666899682635616e-07,5.989223438352404e-08,6.74124,0.0,1.591376042301495e-07,0.9999999999999875,0.9999999999999998,0.9999999999999312,0.000999000999000999
mistral,natural_language,lognormal,100,,250,496880,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,lognormal,100,,250,891510,1.0,3.5340216656564283,3.1591573470681986,4.170839482378163,2.8493452559424535,0.02992,0.0,3.4062797282217554,0.733157933139355,-0.0076921216294863004,0.05920008184640686,0.02097902097902098
gpt4o,csv,lognormal,100,,250,244937,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,json,lognormal,100,,250,245437,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,scientific,lognormal,100,,250,224500,0.0,1.3745843898879396e-07,4.575333190093289e-08,1.0666899682635616e-07,5.989223438352404e-08,6.74124,0.0,1.591376042301495e-07,0.9999999999999875,0.9999999999999998,0.9999999999999312,0.000999000999000999
gpt4o,natural_language,lognormal,100,,250,246437,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
gpt4o,digit_by_digit,lognormal,100,,250,891260,1.0,3.5340216656564283,3.1591573470681986,4.170839482378163,2.8493452559424535,0.02992,0.0,3.4062797282217554,0.733157933139355,-0.0076921216294863004,0.05920008184640686,0.02097902097902098
python_str,csv,lognormal,100,,250,495380,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,json,lognormal,100,,250,495880,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,scientific,lognormal,100,,250,349500,0.0,1.3745843898879396e-07,4.575333190093289e-08,1.0666899682635616e-07,5.989223438352404e-08,6.74124,0.0,1.591376042301495e-07,0.9999999999999875,0.9999999999999998,0.9999999999999312,0.000999000999000999
python_str,natural_language,lognormal,100,,250,500380,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
python_str,digit_by_digit,lognormal,100,,250,941010,1.0,3.5340216656564283,3.1591573470681986,4.170839482378163,2.8493452559424535,0.02992,0.0,3.4062797282217554,0.733157933139355,-0.0076921216294863004,0.05920008184640686,0.02097902097902098
float16,native,lognormal,100,,250,0,0.0,0.0002929116750449601,0.00014578860927572102,0.00017597183725213494,0.0001693582927863396,3.3292,0.0,0.00020527385313784857,0.9999999811431756,0.9999970236934402,0.9999999245679076,0.000999000999000999
llama3,csv,lognormal,100,,250,243412,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,json,lognormal,100,,250,243912,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,scientific,lognormal,100,,250,224500,0.0,1.6290313360952345e-07,4.5666665782206906e-08,9.80115868648698e-08,6.54500198487657e-08,6.73892,0.0,1.2852976293259136e-07,0.9999999999999922,0.9999999999999998,0.9999999999999614,0.000999000999000999
llama3,natural_language,lognormal,100,,250,244912,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
llama3,digit_by_digit,lognormal,100,,250,893200,1.0,3.562336851752355,3.1384121351909444,6.430018861186775,2.3717968424290667,0.03272,0.0,1.7353243219000973,0.5317810721040266,0.0024244935364686857,0.013526585789697568,0.33266733266733267
mistral,csv,lognormal,100,,250,496600,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,json,lognormal,100,,250,496850,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,scientific,lognormal,100,,250,349750,0.0,1.6290313360952345e-07,4.5666665782206906e-08,9.80115868648698e-08,6.54500198487657e-08,6.73892,0.0,1.2852976293259136e-07,0.9999999999999922,0.9999999999999998,0.9999999999999614,0.000999000999000999
mistral,natural_language,lognormal,100,,250,497850,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
mistral,digit_by_digit,lognormal,100,,250,893450,1.0,3.562336851752355,3.1384121351909444,6.430018861186775,2.3717968424290667,0.03272,0.0,1.7353243219000973,0.5317810721040266,0.0024244935364686857,0.013526585789697568,0.33266733266733267
gpt4o,csv,lognormal,100,,250,243412,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.000999000999000999
